HSCHOOL,AC_YEAR,AC_GRADE,Linear Algebra,Calculus I,Basic Mechanics,Chemistry I,Fundamentals of Informatics,Geometry,Calculus II,Basic Thermodynamics,Chemistry II,Engineering Drawing,MEAN,STD,PASSED,FAILED,NUM_SUBJ,Maths,Physics,Chemistry,Informatics,MEAN_CRED,ENROL_ECTS,PASS_ECTS,ALPHA,RANK_MEAN,NUM_STUD,RANKING
"MIREIA,C.E.",2012,11.336,5.2,3.95,4.0,4.85,2.6,5.5,5.05,4.65,5.85,5.25,4.69,1.235,5.5,4.5,10.0,4.925,4.325,5.35,3.925,5.906,90.0,60.0,0.67,3.965,2,140
"MIREIA,C.E.",2014,11.294,3.6,3.5,5.0,8.2,6.4,6.4,5.2,5.0,6.7,6.0,5.6,1.44,8.0,2.0,10.0,4.675,5.0,7.45,6.2,6.522,72.0,60.0,0.833,5.435,1,56
"AULA, ESCUELA EUROPEA",2010,11.217,6.0,6.6,5.7,6.1,8.167,5.667,4.8,4.767,5.167,5.133,5.81,1.493,8.333,1.667,10.0,5.767,5.233,5.633,6.65,6.162,70.0,60.0,0.861,5.312,3,67
"AULA, ESCUELA EUROPEA",2011,10.517,4.95,5.675,5.125,6.1,6.225,4.675,4.525,2.2,4.825,4.7,4.9,1.91,6.25,3.75,10.0,4.956,3.662,5.462,5.462,6.245,89.25,55.125,0.664,4.306,4,130
"AULA, ESCUELA EUROPEA",2012,10.879,5.6,5.767,5.667,6.333,7.5,5.533,4.867,6.3,6.3,6.0,5.987,0.957,9.0,1.0,10.0,5.442,5.983,6.317,6.75,6.069,66.0,60.0,0.923,5.626,3,58
"AULA, ESCUELA EUROPEA",2013,11.453,5.65,6.5,6.625,7.85,8.275,5.7,5.75,5.275,4.575,6.05,6.225,1.447,8.5,1.5,10.0,5.9,5.95,6.212,7.162,6.594,68.625,60.0,0.888,5.895,4,48
"AULA, ESCUELA EUROPEA",2014,11.081,5.683,5.65,6.55,6.683,7.6,5.6,4.4,4.733,5.6,6.567,5.907,1.3,8.167,1.833,10.0,5.333,5.642,6.142,7.083,6.361,75.0,58.0,0.837,5.421,6,57
"AULA, ESCUELA EUROPEA",2015,11.229,5.8,4.45,5.5,5.75,8.6,4.15,5.0,6.0,6.85,6.5,5.78,1.62,7.0,2.0,9.0,4.629,5.325,6.3,7.55,5.616,60.0,48.0,0.8,4.735,2,52
DAINA ISARD,2010,10.711,3.95,5.35,3.05,7.1,8.15,6.4,6.1,3.5,6.15,6.9,5.52,1.88,7.5,1.5,9.0,4.738,3.275,6.625,7.525,5.429,60.0,48.0,0.8,4.508,2,104
DAINA ISARD,2012,10.828,5.0,2.3,3.3,4.2,6.4,3.7,5.0,7.4,6.4,3.0,4.67,1.67,5.0,5.0,10.0,4.0,5.35,5.3,4.7,6.615,91.5,60.0,0.656,4.338,1,125
DAINA ISARD,2013,12.99,9.3,7.8,9.5,9.4,8.5,9.0,7.8,6.1,8.4,7.5,8.33,1.06,10.0,0.0,10.0,8.475,7.8,8.9,8.0,8.308,60.0,60.0,1.0,8.308,1,2
DAINA ISARD,2014,10.022,6.0,2.9,2.8,8.0,3.6,5.3,3.5,2.5,5.5,1.0,4.11,2.06,4.0,6.0,10.0,4.425,2.65,6.75,2.3,5.858,103.5,60.0,0.58,3.396,1,139
INST.JOAN MERCADER,2010,10.998,6.6,6.4,6.6,7.6,7.7,7.0,6.0,6.8,7.1,6.7,6.85,0.52,10.0,0.0,10.0,6.5,6.7,7.35,7.2,6.84,60.0,60.0,1.0,6.84,1,19
INST.JOAN MERCADER,2011,9.722,2.8,3.2,3.3,4.0,5.0,4.3,2.5,3.0,4.6,5.0,3.77,0.93,2.0,8.0,10.0,3.2,3.15,4.3,5.0,4.16,102.0,19.5,0.191,0.795,1,163
INST.JOAN MERCADER,2015,10.681,3.9,4.25,5.2,5.45,4.15,2.9,3.5,5.4,5.65,6.25,4.595,1.75,6.0,3.0,9.0,3.516,5.2,5.55,5.2,4.66,60.0,42.0,0.7,3.346,2,102
ESCOLA PIA DE GRANOLLERS,2010,9.824,7.3,5.0,5.8,6.6,6.3,6.0,5.0,7.1,5.7,5.0,5.98,0.85,10.0,0.0,10.0,5.825,6.45,6.15,5.65,5.962,60.0,60.0,1.0,5.962,1,36
ESCOLA PIA DE GRANOLLERS,2013,10.483,4.1,4.233,4.6,5.967,3.667,6.2,4.033,5.767,5.267,3.1,4.693,1.607,6.0,4.0,10.0,4.642,5.183,5.617,3.383,5.812,85.0,60.0,0.708,4.122,3,129
ESCOLA PIA DE GRANOLLERS,2014,13.156,6.2,6.7,7.5,9.5,9.5,6.8,5.3,9.0,10.0,5.5,7.6,1.77,10.0,0.0,10.0,6.25,8.25,9.75,7.5,7.487,60.0,60.0,1.0,7.487,1,9
ESCOLA PIA DE GRANOLLERS,2015,9.73,6.4,7.0,2.7,0.0,2.6,1.4,4.1,,,1.7,3.24,2.44,2.0,6.0,8.0,4.725,2.7,0.0,2.15,3.362,67.5,18.0,0.267,0.897,1,182
VEDRUNA-SAGRAT COR,2010,11.015,4.8,5.4,5.3,5.733,5.033,6.3,5.65,6.2,5.7,3.6,4.687,1.263,5.667,2.667,8.333,4.75,5.0,5.217,3.717,4.664,66.0,40.0,0.59,4.068,3,127
VEDRUNA-SAGRAT COR,2011,9.81,6.9,7.7,6.5,6.6,8.4,6.8,6.6,7.6,7.9,8.2,7.32,0.72,10.0,0.0,10.0,7.0,7.05,7.25,8.3,7.328,60.0,60.0,1.0,7.328,1,9
VEDRUNA-SAGRAT COR,2012,11.044,1.5,0.8,1.6,4.2,3.9,,,,0.0,0.1,1.73,1.7,0.0,7.0,7.0,1.15,1.6,2.1,2.0,0.492,72.0,0.0,0.0,0.0,1,200
VEDRUNA-SAGRAT COR,2013,13.018,9.4,9.5,8.8,9.8,10.0,9.1,6.9,7.6,8.4,9.7,8.92,1.01,10.0,0.0,10.0,8.725,8.2,9.1,9.85,8.952,60.0,60.0,1.0,8.952,1,1
VEDRUNA-SAGRAT COR,2015,10.462,6.4,2.6,4.0,3.6,6.4,2.4,0.0,7.1,4.2,5.7,4.24,2.22,4.0,6.0,10.0,2.85,5.55,3.9,6.05,4.278,60.0,25.5,0.425,1.818,1,157
IMMACULADA CONCEPCIó-LLORET,2010,10.294,3.6,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.7,5.4,4.47,0.82,6.0,4.0,10.0,4.65,4.0,3.85,5.2,5.75,88.5,60.0,0.678,3.898,1,138
IMMACULADA CONCEPCIó-LLORET,2012,11.19,5.0,2.9,3.7,5.0,0.2,3.3,4.3,4.2,5.8,3.4,3.78,1.54,3.0,7.0,10.0,3.875,3.95,5.4,1.8,5.448,109.5,60.0,0.548,2.985,1,177
IMMACULADA CONCEPCIó-LLORET,2015,9.846,3.7,1.4,2.7,5.0,3.4,1.8,0.7,4.7,2.0,3.6,2.9,1.42,1.0,9.0,10.0,1.9,3.7,3.5,3.5,2.94,60.0,6.0,0.1,0.294,1,196
INST.MARTÍ DOT,2010,10.916,7.0,8.2,7.1,7.2,7.6,5.3,9.0,7.0,6.4,8.7,7.35,1.09,10.0,0.0,10.0,7.375,7.05,6.8,8.15,7.408,60.0,60.0,1.0,7.408,1,4
INST.MARTÍ DOT,2014,11.606,5.9,5.9,6.5,8.6,8.1,5.8,3.3,5.2,8.0,5.6,6.29,1.59,9.0,1.0,10.0,5.225,5.85,8.3,6.85,6.45,66.0,60.0,0.909,5.864,1,41
INST.MARTÍ DOT,2015,12.118,9.7,9.0,7.7,8.4,9.5,8.5,7.9,7.2,10.0,9.3,8.72,0.93,10.0,0.0,10.0,8.775,7.45,9.2,9.4,8.702,60.0,60.0,1.0,8.702,1,1
INST.FRANCESC RIBALTA,2010,12.354,7.6,6.5,7.5,7.8,5.0,7.0,6.3,7.1,10.0,6.1,7.09,1.32,10.0,0.0,10.0,6.85,7.3,8.9,5.55,6.993,60.0,60.0,1.0,6.993,1,14
INST.FRANCESC RIBALTA,2011,11.39,7.1,7.3,5.5,5.6,7.3,6.2,7.8,5.8,6.8,6.4,6.58,0.8,10.0,0.0,10.0,7.1,5.65,6.2,6.85,6.57,60.0,60.0,1.0,6.57,1,31
INST.FRANCESC RIBALTA,2013,11.946,5.9,5.9,7.2,8.4,7.8,7.0,6.2,7.0,5.3,8.2,6.89,1.05,10.0,0.0,10.0,6.25,7.1,6.85,8.0,6.962,60.0,60.0,1.0,6.962,1,22
INST.CASTELLÓ D'EMPÚRIES,2010,11.82,7.4,7.3,6.5,9.0,6.7,7.4,5.6,6.7,10.0,6.5,7.31,1.29,10.0,0.0,10.0,6.925,6.6,9.5,6.6,7.222,60.0,60.0,1.0,7.222,1,9
INST.LA GARROTXA,2010,11.184,7.5,6.6,5.95,5.45,5.8,5.85,4.9,5.95,5.65,4.2,5.785,1.19,8.0,2.0,10.0,6.212,5.95,5.55,5.0,6.107,75.75,60.0,0.828,5.123,2,76
INST.LA GARROTXA,2013,10.944,5.3,5.6,5.7,6.2,6.9,6.8,5.45,5.75,4.25,6.1,5.805,0.88,9.5,0.5,10.0,5.788,5.725,5.225,6.5,5.967,62.25,60.0,0.965,5.74,2,55
INST.LA GARROTXA,2015,10.729,5.0,5.3,4.65,6.8,2.15,3.8,1.9,3.2,5.65,5.0,4.35,1.955,4.5,4.5,9.0,4.0,4.45,6.225,2.375,4.446,62.25,35.25,0.568,2.511,2,138
INST.PERE BORRELL,2010,10.947,6.95,7.1,6.45,6.65,6.25,5.35,8.1,6.1,6.15,5.8,6.49,1.055,10.0,0.0,10.0,6.875,6.275,6.4,6.025,6.481,60.0,60.0,1.0,6.481,2,25
INST.PERE BORRELL,2012,11.03,4.5,4.2,6.0,8.4,5.7,4.1,4.7,5.0,4.7,7.3,5.46,1.42,5.0,5.0,10.0,4.375,5.5,6.55,6.5,6.403,88.5,60.0,0.678,4.341,1,124
"BON SALVADOR, COL.LEGI",2010,12.062,5.8,6.4,5.8,6.5,5.0,6.3,5.0,5.0,6.0,5.7,5.75,0.58,10.0,0.0,10.0,5.875,5.4,6.25,5.35,5.742,60.0,60.0,1.0,5.742,1,46
"BON SALVADOR, COL.LEGI",2011,12.53,5.65,6.45,5.95,6.55,7.5,6.2,5.75,4.1,5.8,5.95,5.99,0.985,9.0,1.0,10.0,6.012,5.025,6.175,6.725,6.298,66.0,60.0,0.916,5.826,2,65
"BON SALVADOR, COL.LEGI",2012,12.586,6.2,5.0,5.0,5.9,7.5,5.6,6.0,5.0,6.1,6.1,5.84,0.76,10.0,0.0,10.0,5.7,5.0,6.0,6.8,5.84,60.0,60.0,1.0,5.84,1,46
"BON SALVADOR, COL.LEGI",2013,12.074,5.9,6.3,7.0,7.95,8.95,6.7,6.2,6.4,7.15,6.45,6.9,1.165,10.0,0.0,10.0,6.275,6.7,7.55,7.7,6.882,60.0,60.0,1.0,6.882,2,24
"BON SALVADOR, COL.LEGI",2014,10.448,5.05,5.7,5.15,5.2,5.05,3.55,0.9,5.3,4.45,4.9,4.525,1.595,6.0,4.0,10.0,3.8,5.225,4.825,4.975,5.608,90.0,60.0,0.667,3.737,2,123
INST.CAN PUIG,2010,10.556,5.8,1.2,6.6,6.6,5.7,4.7,3.8,3.3,5.9,6.1,4.97,1.74,6.0,4.0,10.0,3.875,4.95,6.25,5.9,5.925,90.0,60.0,0.667,3.95,1,133
INST.SANT JUST DESVERN,2010,9.938,5.3,5.0,1.9,4.3,5.3,3.1,5.1,3.7,5.8,8.3,4.78,1.72,6.0,4.0,10.0,4.625,2.8,5.05,6.8,5.913,84.0,60.0,0.714,4.223,1,124
INST.SANT JUST DESVERN,2011,11.2,6.4,7.6,6.4,6.4,8.0,7.2,8.2,6.8,7.3,6.6,7.09,0.68,10.0,0.0,10.0,7.35,6.6,6.85,7.3,7.073,60.0,60.0,1.0,7.073,1,13
INST.SANT JUST DESVERN,2014,9.528,5.1,3.2,3.5,0.8,3.6,4.0,1.3,1.5,5.1,5.8,3.39,1.72,3.0,7.0,10.0,3.4,2.5,2.95,4.7,5.297,114.0,60.0,0.526,2.788,1,157
INST.PONTS,2010,11.08,4.0,4.3,2.5,2.3,0.4,4.8,2.6,1.0,0.0,0.0,2.19,1.8,0.0,10.0,10.0,3.925,1.75,1.15,0.2,3.215,132.0,18.0,0.136,0.438,1,175
INST.PONTS,2013,10.27,3.6,3.7,5.0,5.0,6.2,5.8,5.3,3.7,6.2,6.2,5.07,1.07,7.0,3.0,10.0,4.6,4.35,5.6,6.2,5.51,78.0,60.0,0.769,4.238,1,118
"MONTSENY, CENTRE D'ESTUDIS",2010,10.484,5.8,5.4,5.2,6.3,1.4,3.9,5.5,3.1,5.1,2.4,4.41,1.63,6.0,4.0,10.0,5.15,4.15,5.7,1.9,4.562,66.0,34.5,0.523,2.385,1,168
"MONTSENY, CENTRE D'ESTUDIS",2015,12.494,7.1,5.6,5.0,5.1,10.0,2.3,4.6,4.2,4.6,5.7,5.42,2.02,6.0,4.0,10.0,4.9,4.6,4.85,7.85,5.448,60.0,37.5,0.625,3.405,1,99
MESTRAL - SANT FELIU,2010,11.63,5.6,5.4,5.0,6.9,7.5,5.9,6.8,5.2,7.5,5.9,6.17,0.93,10.0,0.0,10.0,5.925,5.1,7.2,6.7,6.13,60.0,60.0,1.0,6.13,1,33
MESTRAL - SANT FELIU,2012,11.031,3.3,3.5,4.3,1.65,0.4,4.55,5.0,3.6,5.45,5.15,3.69,1.8,4.0,6.0,10.0,4.088,3.95,3.55,2.775,5.712,108.0,60.0,0.562,3.231,2,170
MESTRAL - SANT FELIU,2013,10.404,3.6,5.0,4.6,4.0,6.3,3.7,3.3,1.5,1.9,5.2,3.91,1.47,3.0,7.0,10.0,3.9,3.05,2.95,5.75,4.205,135.0,19.5,0.144,0.607,1,179
ATENEU INSTRUCTIU,2010,10.026,2.4,2.4,3.4,3.7,0.6,4.5,5.2,4.3,2.6,3.9,3.3,1.33,1.0,9.0,10.0,3.625,3.85,3.15,2.25,5.78,114.0,60.0,0.526,3.042,1,163
ATENEU INSTRUCTIU,2015,11.37,7.5,4.0,5.4,8.8,7.9,5.2,5.4,5.0,7.5,8.1,6.48,1.65,9.0,1.0,10.0,5.525,5.2,8.15,8.0,6.875,66.0,60.0,0.909,6.25,1,27
"LA MIRANDA, INSTITUCIO",2010,12.224,6.8,6.467,7.0,7.667,5.3,6.833,6.7,7.233,7.567,5.633,6.72,1.213,9.0,1.0,10.0,6.7,7.117,7.617,5.467,6.938,66.5,60.0,0.918,6.457,3,27
"LA MIRANDA, INSTITUCIO",2014,10.504,5.0,6.4,5.4,5.0,7.7,2.1,5.0,3.8,4.4,3.8,4.86,1.52,6.0,4.0,10.0,4.625,4.6,4.7,5.75,6.12,84.0,60.0,0.714,4.371,1,102
JARDÍ,2010,10.47,7.5,7.1,6.3,4.3,0.1,5.0,8.2,6.6,3.8,3.2,5.21,2.45,6.0,4.0,10.0,6.95,6.45,4.05,1.65,6.38,90.0,60.0,0.667,4.253,1,122
INST.GUISSONA,2010,10.996,3.2,3.5,3.8,5.5,0.4,3.6,3.7,5.0,5.2,0.9,3.48,1.69,3.0,7.0,10.0,3.5,4.4,5.35,0.65,5.855,109.5,60.0,0.548,3.208,1,157
FRETA-CALELLA,2010,10.332,5.7,5.8,5.2,5.0,5.2,5.8,5.0,1.6,1.5,2.5,4.33,1.75,7.0,3.0,10.0,5.575,3.4,3.25,3.85,5.37,78.0,60.0,0.769,4.131,1,126
FRETA-CALELLA,2011,11.692,7.25,8.45,7.0,7.65,7.3,7.6,8.65,8.0,7.25,7.0,7.615,0.68,10.0,0.0,10.0,7.988,7.5,7.45,7.15,7.609,60.0,60.0,1.0,7.609,2,5
FRETA-CALELLA,2012,12.429,8.033,6.733,6.9,6.433,7.5,7.1,6.433,6.833,7.333,6.967,7.027,1.017,10.0,0.0,10.0,7.075,6.867,6.883,7.233,7.018,60.0,60.0,1.0,7.018,3,11
FRETA-CALELLA,2015,11.966,5.9,5.7,4.4,6.2,5.0,2.2,0.8,5.0,5.9,5.4,4.65,1.77,7.0,3.0,10.0,3.65,4.7,6.05,5.2,4.638,60.0,42.0,0.7,3.246,1,108
INST.SALVADOR DALI,2010,11.764,3.1,4.3,4.4,4.0,3.9,4.4,5.8,3.2,4.3,5.1,4.25,0.8,2.0,8.0,10.0,4.4,3.8,4.15,4.5,6.4,112.5,60.0,0.533,3.413,1,154
INST.SALVADOR DALI,2014,10.864,6.3,5.7,6.4,6.9,7.5,5.1,5.0,6.4,6.6,8.0,6.39,0.96,10.0,0.0,10.0,5.525,6.4,6.75,7.75,6.425,60.0,60.0,1.0,6.425,1,29
INST.SALVADOR DALI,2015,10.41,5.2,2.2,2.5,1.2,5.8,0.0,0.0,1.2,,0.4,2.06,2.14,2.0,7.0,9.0,1.85,1.85,1.2,3.1,2.24,61.5,18.0,0.293,0.656,1,187
JESUÏTES GRÀCIA-KOSTKA,2010,10.949,2.3,4.4,4.55,5.05,3.2,5.4,4.0,4.3,4.3,2.3,3.625,1.465,3.0,4.5,7.5,3.262,4.225,4.85,2.525,3.689,60.0,33.0,0.434,2.151,2,169
JESUÏTES GRÀCIA-KOSTKA,2011,10.6,5.95,6.1,6.3,6.925,5.775,6.1,4.575,4.975,7.225,5.275,5.92,1.27,8.5,1.5,10.0,5.681,5.637,7.075,5.525,6.472,73.5,60.0,0.882,5.783,4,67
JESUÏTES GRÀCIA-KOSTKA,2012,11.898,7.5,4.0,5.5,6.9,0.7,5.0,7.3,5.8,5.1,5.8,5.36,1.97,8.0,2.0,10.0,5.95,5.65,6.0,3.25,6.187,78.0,60.0,0.769,4.76,1,96
JESUÏTES GRÀCIA-KOSTKA,2014,11.015,5.2,7.75,4.75,5.75,7.1,5.0,6.55,4.5,5.4,7.95,5.995,1.385,9.0,1.0,10.0,6.125,4.625,5.575,7.525,6.194,66.0,60.0,0.916,5.69,2,44
JESUÏTES GRÀCIA-KOSTKA,2015,10.124,5.5,6.5,3.0,3.1,5.7,4.4,4.7,1.1,5.8,5.4,4.52,1.66,5.0,5.0,10.0,5.275,2.05,4.45,5.55,4.84,66.0,36.0,0.545,2.64,1,132
INST.LES CORTS,2010,10.358,3.167,4.567,4.267,4.3,5.167,5.15,4.7,4.15,4.6,2.5,3.917,1.897,4.0,4.667,8.667,3.817,3.917,3.683,3.833,4.215,86.5,42.0,0.456,2.553,3,167
INST.LES CORTS,2011,11.399,7.1,6.733,5.2,3.367,7.433,6.433,6.6,6.667,7.567,6.167,6.327,1.383,9.333,0.667,10.0,6.717,5.933,5.467,6.8,6.569,64.0,60.0,0.944,6.194,3,42
INST.LES CORTS,2012,11.162,5.4,5.1,5.45,6.75,6.8,4.55,4.8,4.6,5.55,5.15,5.415,1.05,7.5,2.5,10.0,4.962,5.025,6.15,5.975,5.701,74.25,60.0,0.808,4.61,2,109
INST.LES CORTS,2013,10.13,3.0,3.9,4.2,4.7,2.0,0.0,5.0,6.1,6.2,6.6,4.17,2.06,4.0,6.0,10.0,2.975,5.15,5.45,4.3,6.09,96.0,60.0,0.625,3.806,1,148
INST.LES CORTS,2014,10.866,5.9,5.15,5.0,8.0,7.0,2.7,3.45,2.25,5.45,4.6,4.95,1.945,7.0,3.0,10.0,4.3,3.625,6.725,5.8,6.046,93.75,60.0,0.647,3.874,2,118
INST.LES CORTS,2015,10.592,3.7,2.833,3.367,4.967,0.633,5.0,5.35,0.8,5.55,5.45,3.437,1.737,3.667,4.0,7.667,3.744,2.583,4.733,2.2,3.922,64.0,34.0,0.521,2.31,3,143
SANT GABRIEL-TORROELLA,2010,10.136,7.35,6.2,6.4,6.55,6.8,5.75,5.75,4.95,4.45,7.3,6.15,1.12,8.5,1.5,10.0,6.262,5.675,5.5,7.05,6.388,68.25,60.0,0.892,5.785,2,44
SANT GABRIEL-TORROELLA,2014,9.716,5.3,5.5,3.2,7.0,1.3,3.3,1.0,5.0,5.3,5.0,4.19,1.93,6.0,4.0,10.0,3.775,4.1,6.15,3.15,5.482,84.0,60.0,0.714,3.916,1,116
INST.ARNAU CADELL,2010,10.734,6.0,6.1,5.0,6.0,1.1,5.0,5.0,3.2,5.0,2.7,4.51,1.65,7.0,3.0,10.0,5.525,4.1,5.5,1.9,5.513,85.5,60.0,0.702,3.868,1,139
INST.ARNAU CADELL,2012,12.1,6.6,7.2,6.5,7.2,8.5,5.7,5.8,6.2,7.3,5.0,6.6,1.0,10.0,0.0,10.0,6.325,6.35,7.25,6.75,6.543,60.0,60.0,1.0,6.543,1,20
"ISABEL DE VILLENA, ESCOLA",2010,10.652,4.85,5.75,5.45,6.9,6.425,5.3,4.6,2.825,4.925,5.075,5.21,1.497,6.25,3.75,10.0,5.125,4.138,5.912,5.75,6.113,87.375,60.0,0.698,4.284,4,119
"ISABEL DE VILLENA, ESCOLA",2011,10.938,5.4,5.2,5.5,5.4,7.0,5.7,6.1,5.0,6.3,5.9,5.75,0.59,10.0,0.0,10.0,5.6,5.25,5.85,6.45,5.74,60.0,60.0,1.0,5.74,1,70
"ISABEL DE VILLENA, ESCOLA",2012,9.38,5.8,5.4,5.0,5.0,6.6,5.0,2.2,5.9,5.0,5.0,5.09,1.15,9.0,1.0,10.0,4.6,5.45,5.0,5.8,5.37,72.0,60.0,0.833,4.475,1,115
"ISABEL DE VILLENA, ESCOLA",2014,9.66,3.1,1.6,1.6,3.9,3.5,,,,,,2.74,1.08,0.0,5.0,5.0,2.35,1.6,3.9,3.5,1.22,60.0,0.0,0.0,0.0,1,178
"ISABEL DE VILLENA, ESCOLA",2015,9.744,5.1,3.5,2.7,6.5,2.5,2.1,0.3,1.8,3.4,5.0,3.29,1.83,3.0,7.0,10.0,2.75,2.25,4.95,3.75,3.7,66.0,25.5,0.386,1.43,1,168
INST.GABRIEL FERRATER I SOLER,2010,10.343,4.25,5.15,4.85,5.2,4.6,5.2,3.3,2.5,4.8,6.05,4.59,2.165,5.5,4.5,10.0,4.475,3.675,5.0,5.325,6.068,95.25,60.0,0.633,3.853,2,141
INST.GABRIEL FERRATER I SOLER,2011,10.438,5.9,5.3,5.0,5.0,5.5,5.6,5.2,5.7,5.4,6.7,5.53,0.5,10.0,0.0,10.0,5.5,5.35,5.2,6.1,5.563,60.0,60.0,1.0,5.563,1,78
INST.GABRIEL FERRATER I SOLER,2012,12.686,6.7,6.6,5.1,5.9,6.0,5.4,5.8,8.0,6.1,6.0,6.16,0.8,10.0,0.0,10.0,6.125,6.55,6.0,6.0,6.157,60.0,60.0,1.0,6.157,1,31
INST.GABRIEL FERRATER I SOLER,2013,11.856,5.0,7.2,6.3,7.2,6.8,5.5,5.2,5.2,5.6,5.7,5.97,0.84,10.0,0.0,10.0,5.725,5.75,6.4,6.25,5.972,60.0,60.0,1.0,5.972,1,46
INST.GABRIEL FERRATER I SOLER,2014,10.155,4.933,4.733,4.633,4.133,4.9,3.8,3.05,3.167,4.233,6.05,4.257,1.07,5.0,4.333,9.333,4.164,3.9,4.183,5.15,4.449,65.0,40.0,0.559,3.112,3,145
INST.GABRIEL FERRATER I SOLER,2015,11.186,6.3,3.5,4.4,2.9,0.2,0.0,,1.4,,0.0,2.34,2.33,1.0,7.0,8.0,3.267,2.9,2.9,0.1,1.73,67.5,6.0,0.089,0.154,1,197
"SANT GERVASI, ESCOLA",2010,10.703,4.14,4.7,4.82,5.52,3.48,5.22,5.4,5.36,3.36,4.78,4.678,1.348,6.4,3.6,10.0,4.865,5.09,4.44,4.13,5.72,90.0,60.0,0.702,4.028,5,128
"SANT GERVASI, ESCOLA",2011,10.983,6.0,4.2,5.45,4.35,6.35,7.45,6.1,5.3,7.9,6.65,5.975,1.445,9.0,1.0,10.0,5.938,5.375,6.125,6.5,6.199,66.0,60.0,0.909,5.635,2,73
"SANT GERVASI, ESCOLA",2012,10.876,7.8,6.0,6.5,7.5,7.5,7.1,5.8,8.4,6.3,5.5,6.84,0.96,10.0,0.0,10.0,6.675,7.45,6.9,6.5,6.82,60.0,60.0,1.0,6.82,1,16
"SANT GERVASI, ESCOLA",2013,10.997,5.533,5.433,6.033,7.767,6.8,5.7,5.167,4.367,3.267,4.9,5.497,1.45,6.333,3.667,10.0,5.458,5.2,5.517,5.85,5.988,70.0,48.0,0.677,4.205,3,119
"SANT GERVASI, ESCOLA",2014,10.356,5.9,7.4,5.7,5.2,8.7,4.2,6.3,3.3,5.6,5.4,5.77,1.51,8.0,2.0,10.0,5.95,4.5,5.4,7.05,6.075,72.0,60.0,0.833,5.062,1,70
"SANT GERVASI, ESCOLA",2015,9.994,4.5,2.6,2.6,3.2,8.9,,,,,5.7,4.58,2.44,2.0,4.0,6.0,3.55,2.6,3.2,7.3,2.962,61.5,19.5,0.317,0.939,1,181
"MERITXELL, ESCOLA",2010,10.661,4.6,5.75,4.35,5.1,1.0,5.95,5.65,5.7,5.35,5.4,4.885,1.56,6.5,3.5,10.0,5.488,5.025,5.225,3.2,5.704,86.25,60.0,0.702,4.004,2,130
"MERITXELL, ESCOLA",2011,11.862,6.5,7.2,6.4,5.4,6.6,7.3,7.9,7.8,6.7,7.9,6.97,0.8,10.0,0.0,10.0,7.225,7.1,6.05,7.25,7.0,60.0,60.0,1.0,7.0,1,16
"MERITXELL, ESCOLA",2015,10.178,4.3,7.0,4.4,7.6,4.0,,5.5,,6.7,,5.64,1.46,4.0,3.0,7.0,5.6,4.4,7.15,4.0,4.772,58.5,40.5,0.692,3.304,1,105
INST.PERE RIBOT,2010,10.768,5.6,6.0,5.5,5.65,5.7,5.75,5.85,5.65,7.4,5.45,5.855,0.97,9.0,1.0,10.0,5.8,5.575,6.525,5.575,6.097,66.75,60.0,0.908,5.558,2,55
INST.PERE RIBOT,2011,9.012,5.1,5.1,5.0,3.7,5.3,4.6,4.8,1.5,5.6,6.4,4.71,1.32,6.0,4.0,10.0,4.9,3.25,4.65,5.85,5.72,84.0,60.0,0.714,4.086,1,135
INST.PERE RIBOT,2012,10.994,6.3,6.0,6.7,6.5,5.4,5.7,5.5,5.8,5.0,5.4,5.83,0.54,10.0,0.0,10.0,5.875,6.25,5.75,5.4,5.84,60.0,60.0,1.0,5.84,1,46
INST.PERE RIBOT,2013,12.114,6.9,7.0,7.4,7.3,8.2,8.7,6.9,5.0,6.9,8.5,7.28,1.06,10.0,0.0,10.0,7.375,6.2,7.1,8.35,7.32,60.0,60.0,1.0,7.32,1,8
INST.PERE RIBOT,2015,11.645,6.967,4.767,5.333,6.8,5.733,4.1,3.2,4.6,5.7,3.9,5.11,1.707,6.333,3.667,10.0,4.758,4.967,6.25,4.817,5.268,64.0,42.0,0.667,3.747,3,84
INST.PERE VIVES VICH,2010,10.694,7.3,6.5,7.1,8.2,8.3,6.0,5.9,6.7,8.1,9.7,7.38,1.19,10.0,0.0,10.0,6.425,6.9,8.15,9.0,7.42,60.0,60.0,1.0,7.42,1,3
INST.PERE VIVES VICH,2013,11.229,4.55,5.1,6.2,4.2,6.0,8.5,7.4,6.1,7.0,8.3,5.195,1.32,5.0,2.5,7.5,5.162,5.775,3.85,6.025,4.486,45.0,30.0,0.5,3.761,2,149
INST.PERE VIVES VICH,2015,11.21,6.0,0.3,4.3,6.3,5.0,5.6,0.5,3.4,6.1,5.1,4.26,2.22,6.0,4.0,10.0,3.1,3.85,6.2,5.05,4.235,60.0,36.0,0.6,2.541,1,136
INST.RAMON TURRO I DARDER,2010,12.402,7.1,7.0,6.1,7.1,7.7,6.3,7.3,8.1,8.3,8.0,7.3,0.74,10.0,0.0,10.0,6.925,7.1,7.7,7.85,7.292,60.0,60.0,1.0,7.292,1,7
